last_close,pct_change,volume_ratio,atr_pct,is_new_ath,prior_ath,listing_date,days_listed,momentum_score,symbol,name,exchange,ticker
1072.4,9.17,8.1,3.94,True,1024.85,2023-08-07,1137,45.86,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,NSE,YATHARTH.NS
359.95,5.05,1.82,4.77,True,351.5,2026-05-08,132,9.2,KISSHT,OnEMI Technology Solutions Limited,NSE,KISSHT.NS
