last_close,pct_change,volume_ratio,atr_pct,is_new_ath,prior_ath,listing_date,days_listed,momentum_score,symbol,name,exchange,ticker
1083.9,18.55,20.69,5.65,True,914.3,2007-12-20,6830,92.75,KALYANIFRG,Kalyani Forge Limited,NSE,KALYANIFRG.NS
312.95,10.78,8.34,5.55,True,299.9,2008-02-13,6775,53.91,CORDSCABLE,Cords Cable Industries Limited,NSE,CORDSCABLE.NS
499.45,10.0,5.08,5.18,True,454.05,2021-05-03,1947,49.99,MODISONLTD,MODISON LIMITED,NSE,MODISONLTD.NS
2711.2,7.7,21.28,3.21,True,2699.0,2014-06-23,4453,38.49,CAPLIPOINT,Caplin Point Laboratories Limited,NSE,CAPLIPOINT.NS
432.6,7.92,2.77,4.94,True,412.15,2018-10-26,2867,21.97,MARINE,Marine Electricals (India) Limited,NSE,MARINE.NS
1523.5,5.23,2.52,4.58,True,1510.0,2026-04-20,134,13.16,3BBLACKBIO,3B Blackbio Dx Limited,NSE,3BBLACKBIO.NS
140.45,4.21,2.75,4.44,True,137.0,2023-06-12,1177,11.61,GHCLTEXTIL,GHCL Textiles Limited,NSE,GHCLTEXTIL.NS
182.15,4.31,2.33,4.98,True,176.5,2026-07-10,53,10.02,GYFTR,Gyftr Limited,NSE,GYFTR.NS
552.05,5.07,1.95,4.77,True,547.0,2023-08-31,1097,9.88,AEROFLEX,Aeroflex Industries Limited,NSE,AEROFLEX.NS
