last_close,pct_change,volume_ratio,atr_pct,is_new_ath,prior_ath,listing_date,days_listed,momentum_score,symbol,name,exchange,ticker
324.05,4.28,2.13,3.1,True,316.8,2000-05-10,9597,9.13,KTKBANK,The Karnataka Bank Limited,NSE,KTKBANK.NS
478.75,3.39,2.05,5.04,True,465.1,2021-12-09,1714,6.95,ASIANENE,Asian Energy Services Limited,NSE,ASIANENE.NS
